County Code,Precinct Number,Republican Party of Florida,Florida Democratic Party,Other,Total
PAS,51,978,"1,072",947,"2,997"
PAS,52,"2,093","1,670","1,522","5,285"
PAS,53,702,902,870,"2,474"
PAS,54,"1,061","1,472","1,263","3,796"
PAS,55,"1,760","1,480","1,267","4,507"
PAS,56,286,216,196,698
PAS,57,660,691,681,"2,032"
PAS,58,527,568,533,"1,628"
PAS,59,"2,263","2,082","1,980","6,325"
PAS,60,"1,244","1,213","1,040","3,497"
PAS,61,482,384,362,"1,228"
PAS,62,"2,110","1,492","1,591","5,193"
PAS,63,565,577,369,"1,511"
PAS,64,780,536,508,"1,824"
PAS,65,"1,374","1,319","1,351","4,044"
PAS,66,"1,253","1,416","1,425","4,094"
PAS,67,"1,499",915,"1,015","3,429"
PAS,68,"1,076",794,806,"2,676"
PAS,69,"1,748","1,199","1,138","4,085"
PAS,70,"1,682",921,906,"3,509"
PAS,71,695,432,413,"1,540"
PAS,72,"1,032","1,094",912,"3,038"
PAS,73,"2,422","2,193","1,986","6,601"
PAS,74,53,62,51,166
PAS,75,"1,241","1,225","1,140","3,606"
PAS,76,"1,290",668,535,"2,493"
PAS,77,"1,281",904,"1,004","3,189"
PAS,78,"1,248",791,668,"2,707"
PAS,79,828,287,276,"1,391"
PAS,80,493,304,352,"1,149"
PAS,81,764,483,532,"1,779"
PAS,82,"1,658",917,883,"3,458"
PAS,83,"4,377","2,199","2,489","9,065"
PAS,84,887,825,718,"2,430"
PAS,85,"1,119","1,016",885,"3,020"
PAS,86,962,851,801,"2,614"
PAS,87,"1,826","1,431","1,528","4,785"
PAS,88,407,129,148,684
PAS,89,595,479,526,"1,600"
PAS,90,"1,540","1,621","1,392","4,553"
PAS,91,"1,554",746,875,"3,175"
PAS,92,939,665,575,"2,179"
PAS,93,"1,072",894,839,"2,805"
PAS,94,932,501,532,"1,965"
PAS,95,"1,445",895,927,"3,267"
PAS,96,827,"1,023",813,"2,663"
PAS,97,"1,625","1,322","1,350","4,297"
PAS,98,"1,055",988,865,"2,908"
PAS,99,"1,000","1,353","1,106","3,459"
PAS,100,979,490,552,"2,021"
PAS,101,"1,114","1,253","1,097","3,464"
PAS,102,905,741,627,"2,273"
PAS,103,923,647,561,"2,131"
PAS,104,369,322,279,970
PAS,105,"1,511",866,770,"3,147"
PAS,106,229,221,171,621
PAS,107,"1,525","1,813","1,547","4,885"
PAS,108,"2,223","1,584","1,618","5,425"
PAS,109,"2,304","1,639","1,417","5,360"
PAS,110,810,576,534,"1,920"
PIN,101,539,"2,437",886,"3,862"
PIN,102,237,"1,193",380,"1,810"
PIN,103,199,342,173,714
PIN,104,175,"1,251",343,"1,769"
PIN,105,395,"2,575",752,"3,722"
PIN,106,234,379,169,782
PIN,107,491,922,471,"1,884"
PIN,108,664,"1,489",759,"2,912"
PIN,109,252,"1,568",507,"2,327"
PIN,110,59,158,69,286
PIN,111,125,340,115,580
PIN,112,165,940,219,"1,324"
PIN,113,57,"1,273",239,"1,569"
PIN,114,51,"1,050",202,"1,303"
PIN,115,65,"1,115",245,"1,425"
PIN,116,111,"1,111",322,"1,544"
PIN,117,60,"1,047",275,"1,382"
PIN,118,238,701,390,"1,329"
PIN,119,174,"2,112",659,"2,945"
PIN,120,166,"2,449",645,"3,260"
PIN,121,181,364,284,829
PIN,122,85,161,116,362
PIN,123,"1,220","1,857","1,200","4,277"
PIN,125,336,924,517,"1,777"
PIN,126,119,560,224,903
PIN,127,321,"1,060",511,"1,892"
PIN,128,518,"1,293",826,"2,637"
PIN,129,636,"1,271",816,"2,723"
PIN,130,"1,032","1,319",983,"3,334"
PIN,131,404,599,442,"1,445"
PIN,132,413,624,556,"1,593"
PIN,133,454,713,550,"1,717"
PIN,134,352,843,471,"1,666"
PIN,135,"1,145","1,559",952,"3,656"
PIN,136,633,731,516,"1,880"
PIN,137,504,669,430,"1,603"
PIN,138,"1,455",745,672,"2,872"
PIN,139,536,782,540,"1,858"
PIN,140,"1,576","1,956","1,459","4,991"
PIN,141,659,927,642,"2,228"
PIN,142,962,795,642,"2,399"
PIN,143,"1,123",534,578,"2,235"
PIN,144,"1,777","1,187","1,051","4,015"
PIN,145,867,637,400,"1,904"
PIN,146,371,495,361,"1,227"
PIN,147,354,470,385,"1,209"
PIN,148,"1,417","2,211","1,846","5,474"
PIN,149,336,413,352,"1,101"
PIN,150,"1,308","1,556","1,181","4,045"
PIN,151,529,631,522,"1,682"
PIN,152,561,780,639,"1,980"
PIN,153,"1,428","1,561","1,264","4,253"
PIN,154,580,305,236,"1,121"
PIN,155,"1,571","1,571","1,587","4,729"
PIN,156,863,953,716,"2,532"
PIN,157,295,288,217,800
PIN,158,569,650,605,"1,824"
PIN,159,"1,123","1,388","1,341","3,852"
PIN,160,"1,140",860,549,"2,549"
PIN,161,"1,184","1,428","1,382","3,994"
PIN,162,"1,328","2,343","1,873","5,544"
PIN,163,518,437,429,"1,384"
PIN,164,25,26,35,86
PIN,165,7,8,7,22
PIN,200,823,489,460,"1,772"
PIN,201,"1,003","1,177",874,"3,054"
PIN,202,927,681,543,"2,151"
PIN,203,141,"1,094",336,"1,571"
PIN,204,26,605,141,772
PIN,205,108,"1,342",376,"1,826"
PIN,206,196,521,323,"1,040"
PIN,207,207,396,294,897
PIN,208,"1,221","1,045",819,"3,085"
PIN,209,485,"1,214",756,"2,455"
PIN,210,523,846,522,"1,891"
PIN,211,280,279,213,772
PIN,212,347,333,296,976
PIN,213,374,535,363,"1,272"
PIN,214,"1,513","1,500","1,055","4,068"
PIN,215,819,281,324,"1,424"
PIN,216,753,795,662,"2,210"
PIN,217,7,9,10,26
PIN,218,117,325,132,574
PIN,219,370,593,386,"1,349"
PIN,220,268,532,312,"1,112"
PIN,221,504,873,580,"1,957"
PIN,222,"1,329","1,460","1,022","3,811"
PIN,223,27,51,38,116
PIN,224,68,"1,337",298,"1,703"
PIN,225,391,982,587,"1,960"
PIN,226,31,690,140,861
PIN,227,212,"1,456",509,"2,177"
PIN,228,191,539,263,993
PIN,229,739,836,677,"2,252"
PIN,230,713,562,416,"1,691"
PIN,231,"1,090","1,089",829,"3,008"
PIN,232,784,820,733,"2,337"
PIN,233,499,728,505,"1,732"
PIN,234,509,619,536,"1,664"
PIN,235,783,658,546,"1,987"
PIN,236,692,876,804,"2,372"
PIN,237,774,846,634,"2,254"
PIN,238,574,713,645,"1,932"
PIN,239,983,"1,284",998,"3,265"
PIN,240,650,671,551,"1,872"
PIN,241,849,759,630,"2,238"
PIN,242,776,960,832,"2,568"
PIN,243,443,682,666,"1,791"
PIN,244,603,652,552,"1,807"
PIN,245,620,565,471,"1,656"
PIN,246,509,530,556,"1,595"
PIN,247,786,936,928,"2,650"
PIN,248,707,840,759,"2,306"
PIN,249,282,325,323,930
PIN,250,"1,089","1,059",970,"3,118"
PIN,251,935,782,801,"2,518"
PIN,252,923,802,523,"2,248"
PIN,253,3,4,4,11
PIN,254,683,394,304,"1,381"
PIN,255,828,639,532,"1,999"
PIN,256,686,523,481,"1,690"
PIN,257,"1,094",839,871,"2,804"
PIN,258,411,346,390,"1,147"
PIN,259,"1,909","2,334","2,170","6,413"
PIN,260,471,583,531,"1,585"
PIN,261,721,705,679,"2,105"
PIN,263,747,538,489,"1,774"
PIN,264,110,93,113,316
PIN,265,688,736,680,"2,104"
PIN,266,"1,356",929,877,"3,162"
PIN,267,197,174,178,549
PIN,268,639,612,499,"1,750"
PIN,269,651,607,565,"1,823"
PIN,270,125,84,78,287
PIN,271,26,49,36,111
PIN,272,468,387,409,"1,264"
PIN,273,245,210,203,658
PIN,274,746,648,722,"2,116"
PIN,275,298,282,236,816
PIN,301,514,349,295,"1,158"
PIN,302,"1,055",793,573,"2,421"
PIN,303,756,585,577,"1,918"
PIN,304,510,305,353,"1,168"
PIN,305,"1,188",872,783,"2,843"
PIN,306,"1,296",828,764,"2,888"
PIN,307,"1,477","1,180","1,138","3,795"
PIN,308,576,277,307,"1,160"
PIN,309,"2,209","1,323","1,269","4,801"
PIN,310,"1,272",808,760,"2,840"
PIN,311,665,395,431,"1,491"
PIN,312,686,440,393,"1,519"
PIN,313,913,471,489,"1,873"
PIN,314,592,425,341,"1,358"
PIN,315,520,378,421,"1,319"
PIN,316,324,167,157,648
PIN,317,"1,097","1,093","1,019","3,209"
PIN,318,562,468,432,"1,462"
PIN,319,191,90,99,380
PIN,320,"1,016",851,766,"2,633"
PIN,321,507,350,322,"1,179"
PIN,322,"1,908","1,995","1,552","5,455"
PIN,323,761,788,611,"2,160"
PIN,324,243,907,417,"1,567"
PIN,325,839,894,745,"2,478"
PIN,326,557,630,575,"1,762"
PIN,327,"1,265","1,147","1,059","3,471"
PIN,328,638,616,474,"1,728"
PIN,329,539,698,650,"1,887"
PIN,330,419,618,559,"1,596"
PIN,331,892,"1,466","1,357","3,715"
PIN,332,0,1,0,1
PIN,333,665,653,604,"1,922"
PIN,334,649,815,745,"2,209"
PIN,335,956,782,721,"2,459"
PIN,336,790,700,564,"2,054"
PIN,337,"1,312","1,098","1,028","3,438"
PIN,338,941,663,597,"2,201"
PIN,339,784,913,867,"2,564"
PIN,340,646,600,612,"1,858"
PIN,341,723,537,558,"1,818"
PIN,342,804,606,463,"1,873"
PIN,343,"1,135",570,569,"2,274"
PIN,344,"2,088",683,814,"3,585"
PIN,345,"1,125","1,256","1,130","3,511"
PIN,346,631,"1,001",868,"2,500"
PIN,347,"1,001",766,753,"2,520"
PIN,348,"1,060",686,627,"2,373"
PIN,349,"1,298",717,797,"2,812"
PIN,350,621,584,558,"1,763"
PIN,401,"1,812",733,849,"3,394"
PIN,402,767,437,436,"1,640"
PIN,403,915,537,574,"2,026"
PIN,404,834,516,528,"1,878"
PIN,405,814,561,649,"2,024"
PIN,406,873,444,434,"1,751"
PIN,407,610,330,385,"1,325"
PIN,408,751,337,396,"1,484"
PIN,409,449,333,356,"1,138"
PIN,415,"1,481",859,976,"3,316"
PIN,416,601,345,310,"1,256"
PIN,417,607,309,304,"1,220"
PIN,418,915,491,490,"1,896"
PIN,419,596,291,298,"1,185"
PIN,420,"1,445",843,956,"3,244"
PIN,421,57,12,15,84
PIN,422,751,266,391,"1,408"
PIN,500,214,756,509,"1,479"
PIN,501,882,"1,103",922,"2,907"
PIN,502,755,730,694,"2,179"
PIN,503,669,531,489,"1,689"
PIN,504,"1,124",830,795,"2,749"
PIN,505,730,845,831,"2,406"
PIN,506,840,800,697,"2,337"
PIN,507,857,648,629,"2,134"
PIN,508,601,573,551,"1,725"
PIN,509,331,519,432,"1,282"
PIN,510,570,808,759,"2,137"
PIN,511,983,"1,179","1,022","3,184"
PIN,512,340,322,248,910
PIN,513,"1,304",493,645,"2,442"
PIN,514,"1,169",511,710,"2,390"
PIN,515,"1,356",485,732,"2,573"
PIN,516,627,"1,795","1,082","3,504"
PIN,517,444,"1,095",662,"2,201"
PIN,518,"1,546","1,707","1,629","4,882"
PIN,519,"1,011",830,"1,073","2,914"
PIN,520,426,366,347,"1,139"
PIN,521,843,640,616,"2,099"
PIN,522,"1,512","1,461","1,127","4,100"
PIN,523,833,669,501,"2,003"
PIN,524,387,444,417,"1,248"
PIN,525,457,348,309,"1,114"
PIN,526,"2,054","1,764","1,724","5,542"
PIN,527,981,907,935,"2,823"
PIN,528,563,835,645,"2,043"
PIN,529,762,741,525,"2,028"
PIN,530,"1,074",946,852,"2,872"
PIN,531,"1,119",825,946,"2,890"
PIN,532,902,538,521,"1,961"
PIN,533,782,647,585,"2,014"
PIN,534,"1,021",686,694,"2,401"
PIN,535,"1,317","1,320","1,183","3,820"
PIN,536,"1,316",754,785,"2,855"
PIN,537,"1,164","1,420","1,181","3,765"
PIN,538,"2,221","1,477","1,435","5,133"
PIN,539,"1,251",829,858,"2,938"
PIN,540,"2,203","1,443","1,596","5,242"
PIN,541,948,606,712,"2,266"
PIN,542,"2,005","1,254","1,343","4,602"
PIN,543,"1,000",593,636,"2,229"
PIN,544,"1,507","1,014","1,008","3,529"
PIN,545,619,379,440,"1,438"
PIN,600,3,0,0,3
PIN,601,"1,538","1,669","1,619","4,826"
PIN,602,"1,245",692,722,"2,659"
PIN,603,950,890,889,"2,729"
PIN,604,378,208,231,817
PIN,605,486,795,788,"2,069"
PIN,606,899,732,696,"2,327"
PIN,607,696,786,777,"2,259"
PIN,608,796,650,555,"2,001"
PIN,609,591,709,672,"1,972"
PIN,610,635,543,534,"1,712"
PIN,611,"1,133",675,717,"2,525"
PIN,612,792,776,596,"2,164"
PIN,613,489,484,494,"1,467"
PIN,614,"1,465","1,047","1,106","3,618"
PIN,615,"1,162",838,774,"2,774"
PIN,616,"1,208","1,027",960,"3,195"
PIN,617,"1,521","1,218","1,117","3,856"
PIN,618,684,347,354,"1,385"
PIN,619,755,492,469,"1,716"
PIN,620,"1,156",854,931,"2,941"
PIN,621,"1,077",908,955,"2,940"
PIN,622,"1,486","1,416","1,434","4,336"
PIN,623,"1,497",803,807,"3,107"
PIN,624,621,453,447,"1,521"
PIN,625,808,782,760,"2,350"
PIN,626,747,719,766,"2,232"
PIN,627,"2,803","1,505","1,653","5,961"
PIN,628,734,542,558,"1,834"
PIN,629,784,569,588,"1,941"
PIN,630,730,627,616,"1,973"
PIN,631,904,660,593,"2,157"
PIN,632,"1,416",913,804,"3,133"
PIN,633,"1,666","1,032","1,145","3,843"
PIN,634,899,484,518,"1,901"
PIN,635,"1,270",659,724,"2,653"
PIN,636,"1,241",619,715,"2,575"
PIN,637,"2,371","1,562","1,627","5,560"
PIN,638,"1,825",697,979,"3,501"
PIN,701,"1,806","1,299","1,234","4,339"
PIN,702,652,700,554,"1,906"
PIN,703,624,466,447,"1,537"
PIN,704,"1,117",926,"1,044","3,087"
PIN,705,"1,009",813,786,"2,608"
PIN,706,"1,098",788,685,"2,571"
PIN,710,304,171,190,665
PIN,711,"1,650",614,821,"3,085"
PIN,712,"1,219","1,610","1,248","4,077"
POL,101,"1,065",683,832,"2,580"
POL,102,581,276,352,"1,209"
POL,103,"1,088","1,599","1,650","4,337"
POL,104,802,"1,097","1,131","3,030"
POL,105,451,692,814,"1,957"
POL,106,698,364,367,"1,429"
POL,107,"1,740","1,077","1,404","4,221"
POL,108,601,385,424,"1,410"
POL,109,"2,145","1,581","1,523","5,249"
POL,110,"1,598","1,298","1,228","4,124"
POL,111,"3,065","1,746","1,821","6,632"
POL,112,"1,325","1,279","1,197","3,801"
POL,113,688,386,619,"1,693"
POL,114,"1,579","1,482","1,286","4,347"
POL,115,"1,382","1,148","1,028","3,558"
POL,116,539,466,360,"1,365"
POL,117,"1,992","1,501","1,443","4,936"
POL,118,"2,745","2,341","1,978","7,064"
POL,119,663,304,278,"1,245"
POL,120,978,757,657,"2,392"
POL,121,938,"1,237",974,"3,149"
POL,123,681,911,913,"2,505"
POL,124,"1,124","1,828","1,802","4,754"
POL,125,189,172,144,505
POL,201,"1,141","1,392","1,199","3,732"
POL,203,819,864,828,"2,511"
POL,204,143,"2,228",577,"2,948"
POL,205,178,"1,673",582,"2,433"
POL,206,486,838,468,"1,792"
POL,207,339,462,442,"1,243"
POL,208,"1,193",916,923,"3,032"
POL,209,311,919,488,"1,718"
POL,210,100,655,266,"1,021"
POL,211,350,727,546,"1,623"
POL,212,508,531,496,"1,535"
POL,213,243,432,392,"1,067"
POL,214,357,910,567,"1,834"
POL,215,51,20,19,90
POL,216,471,461,360,"1,292"
POL,217,721,818,534,"2,073"
POL,218,640,789,762,"2,191"
POL,219,474,642,601,"1,717"
POL,220,"1,151",714,725,"2,590"
POL,221,"1,405",857,815,"3,077"
POL,222,674,633,469,"1,776"
POL,223,690,497,410,"1,597"
POL,224,"1,197",577,441,"2,215"
POL,225,696,"1,171",866,"2,733"
POL,226,622,738,674,"2,034"
POL,227,259,176,190,625
POL,228,821,694,467,"1,982"
POL,229,"1,135",817,556,"2,508"
POL,230,807,780,688,"2,275"
POL,231,"1,230","1,020",813,"3,063"
POL,232,624,739,559,"1,922"
POL,233,510,430,313,"1,253"
POL,234,238,124,141,503
POL,235,"1,456",758,524,"2,738"
POL,236,"2,030","1,245",999,"4,274"
POL,237,"2,681","1,315","1,295","5,291"
POL,238,"1,131","1,164",941,"3,236"
POL,239,"1,857",938,744,"3,539"
POL,240,"1,208",437,433,"2,078"
POL,241,"1,836",935,974,"3,745"
POL,242,"1,315",877,781,"2,973"
POL,243,"2,389","1,569","1,509","5,467"
POL,244,"1,139",977,"1,048","3,164"
POL,245,"2,310","1,584","1,536","5,430"
POL,246,403,282,328,"1,013"
POL,247,965,"1,195",832,"2,992"
POL,248,"2,804","1,339","1,268","5,411"
POL,249,"1,612",756,814,"3,182"
POL,250,"1,184",852,747,"2,783"
POL,251,441,200,197,838
POL,301,598,387,465,"1,450"
POL,302,674,"1,056","1,117","2,847"
POL,303,"1,997","1,187","1,070","4,254"
POL,304,"2,221","1,215","1,182","4,618"
POL,306,947,846,779,"2,572"
POL,307,561,632,579,"1,772"
POL,309,"1,206","1,120",964,"3,290"
POL,310,328,249,243,820
POL,312,"1,423","1,471","1,215","4,109"
POL,313,890,"1,365","1,015","3,270"
POL,314,"1,305","1,168","1,124","3,597"
POL,315,297,236,208,741
POL,316,205,520,257,982
POL,319,"1,282","1,416",963,"3,661"
POL,321,"1,215",899,777,"2,891"
POL,322,522,"1,066",659,"2,247"
POL,323,599,867,550,"2,016"
POL,324,569,593,420,"1,582"
POL,325,133,"1,777",351,"2,261"
POL,326,"1,378","1,724","1,087","4,189"
POL,327,"1,495","1,711","1,219","4,425"
POL,329,"1,142","1,226",993,"3,361"
POL,330,528,725,429,"1,682"
POL,331,965,503,398,"1,866"
POL,332,"1,460","1,151",961,"3,572"
POL,333,"1,378","1,118",923,"3,419"
POL,334,587,445,337,"1,369"
POL,336,"1,299",675,636,"2,610"
POL,337,"1,442",951,888,"3,281"
POL,338,554,525,417,"1,496"
POL,339,"2,150","1,062","1,025","4,237"
POL,340,261,251,208,720
POL,401,917,"1,454","1,521","3,892"
POL,402,"1,750","1,839","2,020","5,609"
POL,403,792,882,927,"2,601"
POL,404,"1,238","2,012","2,034","5,284"
POL,405,256,516,502,"1,274"
POL,406,629,757,750,"2,136"
POL,407,617,"2,654","1,365","4,636"
POL,408,"1,168","1,997","1,916","5,081"
POL,409,766,"1,318","1,044","3,128"
POL,410,310,392,349,"1,051"
POL,411,"2,085","1,970","1,659","5,714"
POL,412,865,"4,106","3,050","8,021"
POL,413,423,610,393,"1,426"
POL,414,908,492,567,"1,967"
POL,415,"1,958","1,269","1,089","4,316"
POL,416,978,"1,435","1,062","3,475"
POL,418,"1,238",636,708,"2,582"
POL,419,860,"3,514","2,738","7,112"
POL,420,322,397,292,"1,011"
POL,421,566,522,521,"1,609"
POL,501,34,518,67,619
POL,502,19,43,12,74
POL,503,64,195,50,309
POL,504,"1,080","1,296",724,"3,100"
POL,505,440,774,430,"1,644"
POL,506,583,435,324,"1,342"
POL,507,920,658,517,"2,095"
POL,508,870,386,303,"1,559"
POL,509,129,862,201,"1,192"
POL,510,333,578,487,"1,398"
POL,511,740,571,549,"1,860"
POL,512,221,388,159,768
POL,513,39,87,63,189
POL,514,719,469,398,"1,586"
POL,516,528,382,253,"1,163"
POL,517,272,675,205,"1,152"
POL,518,"1,033",714,538,"2,285"
POL,519,415,511,519,"1,445"
POL,520,204,241,237,682
POL,521,224,363,355,942
POL,522,"1,212","1,014",895,"3,121"
POL,523,103,637,164,904
POL,524,"1,045",821,778,"2,644"
POL,525,170,100,112,382
POL,526,936,659,517,"2,112"
POL,527,755,929,571,"2,255"
POL,528,119,504,158,781
POL,529,"1,000",868,727,"2,595"
POL,530,"1,111","1,155",807,"3,073"
POL,531,398,314,302,"1,014"
POL,532,488,628,239,"1,355"
POL,533,921,829,661,"2,411"
POL,534,479,296,238,"1,013"
POL,535,454,239,247,940
POL,536,781,396,300,"1,477"
POL,537,"1,273",682,728,"2,683"
POL,538,316,286,340,942
POL,539,476,450,356,"1,282"
POL,540,639,321,328,"1,288"
POL,541,13,6,9,28
POL,542,"1,315",709,706,"2,730"
PUT,1,311,448,196,955
PUT,2,386,553,359,"1,298"
PUT,3,663,458,353,"1,474"
PUT,4,252,227,108,587
PUT,5,420,250,209,879
PUT,6,185,202,119,506
PUT,7,721,523,429,"1,673"
PUT,8,668,422,322,"1,412"
PUT,9,292,222,182,696
PUT,10,"1,308","1,110",531,"2,949"
PUT,11,"1,350","1,203",478,"3,031"
PUT,12,"1,224",597,417,"2,238"
PUT,14,318,186,106,610
PUT,15,275,150,86,511
PUT,16,878,622,329,"1,829"
PUT,18,"1,041",804,484,"2,329"
PUT,19,219,314,146,679
PUT,20,997,904,508,"2,409"
PUT,21,325,382,226,933
PUT,22,669,517,438,"1,624"
PUT,23,584,539,334,"1,457"
PUT,24,998,754,670,"2,422"
PUT,25,654,470,274,"1,398"
PUT,26,"1,048",695,304,"2,047"
PUT,27,895,731,246,"1,872"
PUT,28,606,815,270,"1,691"
PUT,30,99,82,35,216
PUT,32,34,424,60,518
PUT,33,225,392,137,754
PUT,34,175,120,44,339
PUT,35,350,672,194,"1,216"
PUT,36,244,507,180,931
PUT,37,455,953,291,"1,699"
PUT,38,159,410,164,733
PUT,39,128,997,178,"1,303"
SAN,1,"1,078",506,525,"2,109"
SAN,10,780,255,332,"1,367"
SAN,11,733,303,229,"1,265"
SAN,12,"2,275","1,154","1,005","4,434"
SAN,13,"1,033",269,212,"1,514"
SAN,14,477,188,166,831
SAN,15,"2,381","1,114","1,041","4,536"
SAN,16,"1,884",875,724,"3,483"
SAN,17,585,201,142,928
SAN,18,"3,165",932,906,"5,003"
SAN,19,"1,031",202,192,"1,425"
SAN,2,"2,917",566,775,"4,258"
SAN,20,"3,922","1,098","1,377","6,397"
SAN,21,"2,609",834,939,"4,382"
SAN,22,"3,229","1,039","1,012","5,280"
SAN,23,"1,909",747,988,"3,644"
SAN,24,"4,771","1,514","1,645","7,930"
SAN,25,"2,382",728,884,"3,994"
SAN,26,"4,585","1,423","2,200","8,208"
SAN,27,"3,450",759,951,"5,160"
SAN,28,"2,118",626,769,"3,513"
SAN,29,"1,792",557,982,"3,331"
SAN,3,568,139,116,823
SAN,30,"2,009",495,435,"2,939"
SAN,31,"1,027",402,432,"1,861"
SAN,32,"2,189",664,871,"3,724"
SAN,33,"1,707",623,619,"2,949"
SAN,34,"6,420","2,010","2,996","11,426"
SAN,35,"2,755","1,006","1,357","5,118"
SAN,36,"1,473",444,422,"2,339"
SAN,37,"1,440",423,566,"2,429"
SAN,38,657,198,259,"1,114"
SAN,39,"1,253",334,457,"2,044"
SAN,4,"1,282",349,225,"1,856"
SAN,40,"1,161",372,561,"2,094"
SAN,41,"1,672",615,754,"3,041"
SAN,5,80,39,22,141
SAN,6,83,33,29,145
SAN,7,192,65,37,294
SAN,8,995,590,515,"2,100"
SAN,9,"1,620",697,611,"2,928"
SAR,101,29,62,38,129
SAR,103,593,"1,707",768,"3,068"
SAR,105,"2,782","2,347","1,842","6,971"
SAR,106,"1,648",599,621,"2,868"
SAR,107,"1,064",290,357,"1,711"
SAR,109,653,"1,153",530,"2,336"
SAR,111,176,598,282,"1,056"
SAR,113,250,189,110,549
SAR,115,775,"4,087","1,546","6,408"
SAR,117,525,470,373,"1,368"
SAR,119,847,"1,195",746,"2,788"
SAR,121,"1,528","1,248",740,"3,516"
SAR,123,614,"1,140",791,"2,545"
SAR,125,"1,288","1,646","1,087","4,021"
SAR,127,"3,370","2,347","1,934","7,651"
SAR,129,424,530,335,"1,289"
SAR,131,239,242,161,642
SAR,133,"3,544","1,385","1,464","6,393"
SAR,135,704,249,276,"1,229"
SAR,201,"2,207","1,167",943,"4,317"
SAR,203,892,648,505,"2,045"
SAR,205,229,273,158,660
SAR,207,227,373,262,862
SAR,209,"1,680","1,709","1,109","4,498"
SAR,211,744,436,385,"1,565"
SAR,213,597,312,234,"1,143"
SAR,215,"1,379","1,618","1,130","4,127"
SAR,217,477,457,327,"1,261"
SAR,219,"2,301","1,666","1,189","5,156"
SAR,221,"3,477","2,628","2,223","8,328"
SAR,223,879,638,417,"1,934"
SAR,225,484,500,325,"1,309"
SAR,227,"1,247","1,240",872,"3,359"
SAR,229,"1,429","1,178",984,"3,591"
SAR,231,"3,752","2,744","2,081","8,577"
SAR,233,"4,052","2,283","1,967","8,302"
SAR,301,567,269,288,"1,124"
SAR,303,21,2,2,25
SAR,305,"1,625",941,955,"3,521"
SAR,307,"2,878","1,296","1,503","5,677"
SAR,309,"1,562",992,"1,242","3,796"
SAR,311,"3,199","2,249","2,641","8,089"
SAR,313,"4,326","3,059","3,783","11,168"
SAR,315,700,361,441,"1,502"
SAR,317,994,880,946,"2,820"
SAR,319,352,223,265,840
SAR,321,"1,933",941,"1,005","3,879"
SAR,323,586,285,365,"1,236"
SAR,325,381,222,325,928
SAR,327,"1,926","1,277","1,372","4,575"
SAR,329,"1,199","1,004",983,"3,186"
SAR,331,"2,087","1,591","1,892","5,570"
SAR,333,372,158,197,727
SAR,335,515,366,325,"1,206"
SAR,337,380,277,229,886
SAR,339,"1,294","1,127","1,213","3,634"
SAR,341,223,219,178,620
SAR,401,245,107,87,439
SAR,403,572,366,279,"1,217"
SAR,405,"2,448","2,046","1,491","5,985"
SAR,407,"1,879","1,842","1,453","5,174"
SAR,409,"2,385","1,561","1,367","5,313"
SAR,411,"2,076",970,980,"4,026"
SAR,413,"2,645","2,141","1,702","6,488"
SAR,415,"2,478","1,672","1,338","5,488"
SAR,417,"3,890","2,543","2,144","8,577"
SAR,419,722,221,295,"1,238"
SAR,421,704,380,322,"1,406"
SAR,423,"2,009","1,761","1,193","4,963"
SAR,425,831,634,566,"2,031"
SAR,427,45,9,27,81
SAR,429,"1,922",962,878,"3,762"
SAR,431,"1,633",645,745,"3,023"
SAR,433,399,334,270,"1,003"
SAR,435,"1,200",497,557,"2,254"
SAR,437,361,196,222,779
SAR,501,"2,493","1,444","1,385","5,322"
SAR,503,279,108,94,481
SAR,505,"1,027",416,454,"1,897"
SAR,507,"1,777","1,013","1,038","3,828"
SAR,509,686,514,468,"1,668"
SAR,511,"1,458",857,807,"3,122"
SAR,513,320,277,231,828
SAR,515,734,545,528,"1,807"
SAR,517,"1,367",914,863,"3,144"
SAR,519,"1,204",794,677,"2,675"
SAR,521,550,373,314,"1,237"
SAR,523,522,399,390,"1,311"
SAR,525,"1,397",658,717,"2,772"
SAR,527,"2,447","1,607","1,570","5,624"
SAR,529,"1,755","1,248","1,268","4,271"
SAR,531,529,403,412,"1,344"
SAR,533,"1,210",913,938,"3,061"
SAR,535,"3,713","2,108","2,101","7,922"
SAR,537,"2,275","1,547","1,680","5,502"
SAR,539,"1,811","1,026","1,040","3,877"
SAR,541,"1,914",899,"1,075","3,888"
SAR,543,761,393,407,"1,561"
SAR,545,"2,469","1,391","1,554","5,414"
SEM,1,938,733,636,"2,307"
SEM,2,"1,870",840,954,"3,664"
SEM,3,"2,160","1,522","1,490","5,172"
SEM,4,947,"2,104","1,481","4,532"
SEM,5,"1,703","1,696","1,451","4,850"
SEM,6,419,"2,810",993,"4,222"
SEM,7,"2,861","1,084","1,504","5,449"
SEM,8,"1,195",678,765,"2,638"
SEM,9,"1,363",953,919,"3,235"
SEM,10,"2,122","1,781","1,549","5,452"
SEM,11,"1,218","2,423","1,832","5,473"
SEM,12,"1,945","1,024","1,087","4,056"
SEM,13,"1,553","1,712","1,466","4,731"
SEM,14,979,991,858,"2,828"
SEM,15,777,510,535,"1,822"
SEM,16,"1,053","1,096",937,"3,086"
SEM,17,867,581,573,"2,021"
SEM,18,"1,814",839,851,"3,504"
SEM,19,"2,741","1,982","1,996","6,719"
SEM,20,"2,234","2,640","2,240","7,114"
SEM,21,"2,226","1,275","1,162","4,663"
